04/21/2016 07:29:46 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/18/2016 05:50:08 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/18/2016 05:54:36 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 06:43:19 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 10:40:25 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 10:50:28 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 10:51:05 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 10:54:22 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:10:40 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:13:20 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:16:23 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:22:57 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:23:14 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:27:43 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:34:39 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:41:31 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:41:56 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:45:36 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:49:36 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:51:34 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:52:17 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:55:03 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:55:22 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:56:24 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 01:57:14 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:00:45 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:04:11 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:06:44 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:07:23 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:07:41 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:10:00 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:11:14 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:15:21 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:25:53 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:31:15 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:34:55 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:35:20 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:40:15 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:45:49 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:46:09 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 02:51:22 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:09:38 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:10:12 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:10:42 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:14:37 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:15:01 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:17:25 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:17:49 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:19:49 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:19:59 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:22:17 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:22:47 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:23:16 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:24:24 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:25:09 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:25:29 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:25:39 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:28:58 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:30:26 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:31:02 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:31:36 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:32:37 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:33:09 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:33:35 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:34:09 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:35:12 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 03:35:33 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 08:30:01 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 08:30:02 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 08:32:59 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/19/2016 08:34:45 pm  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:41:38 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:44:16 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:48:21 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:49:00 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:49:29 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:50:02 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:51:30 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:51:49 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:58:15 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:58:35 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 05:59:51 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:00:24 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:03:08 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:04:12 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:04:42 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:06:56 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:08:27 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:09:21 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:11:55 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:12:20 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:12:54 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:13:29 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:13:53 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:14:28 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:14:57 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:16:38 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:17:13 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:17:42 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:18:23 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:20:24 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:20:41 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:21:05 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:22:35 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:22:56 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:23:17 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:23:45 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:25:43 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:25:52 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:27:31 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:39:09 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:40:00 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:40:26 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:41:05 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:41:53 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
07/20/2016 06:42:08 am  127.0.0.1 Your browser: Google Chrome 49.0.2623.112 on windows reports: <br >Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
